GEOIDCORRECT;NAME_x;variable;estimate;Name;Location;Open Year-Round;Handicap Accessible;Borough;Comments;Latitude;Longitude;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME_y;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;SUFFIX.1;POP100.1;GEOID.1;CENTLAT.1;BLOCK.1;AREAWATER.1;STATE.1;BASENAME.1;OID.1;LSADC.1;INTPTLAT.1;FUNCSTAT.1;NAME.1;OBJECTID.1;TRACT.1;CENTLON.1;BLKGRP.1;AREALAND.1;HU100.1;INTPTLON.1;MTFCC.1;LWBLKTYP.1;UR.1;COUNTY.1;GEOID.2;STATE.2;COUNTY.2;TRACT.2;BLOCK.2
36061006900;Census Tract 69, New York County, New York;population;2450;James J. Walker Park (Carmine Recreation Center);Hudson, Leroy, Clarkson Streets, 7 Avenue;Yes;;Manhattan;;407.296.395;-740.084.028;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;3,6061E+14;36;61;6900;2004
36061006900;Census Tract 69, New York County, New York;poverty;2126;James J. Walker Park (Carmine Recreation Center);Hudson, Leroy, Clarkson Streets, 7 Avenue;Yes;;Manhattan;;407.296.395;-740.084.028;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;3,6061E+14;36;61;6900;2004
36061006900;Census Tract 69, New York County, New York;med_inc;237500;James J. Walker Park (Carmine Recreation Center);Hudson, Leroy, Clarkson Streets, 7 Avenue;Yes;;Manhattan;;407.296.395;-740.084.028;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;;0;3,6061E+14;407.300.339;2004;0;36;2004;2,10701E+14;BK;407.300.339;S;Block 2004;2884648;6900;-740.087.187;2;5831;0;-740.087.187;G5040;L;U;61;3,6061E+14;36;61;6900;2004
36061018300;Census Tract 183, New York County, New York;population;8578;Riverside Park (Dinosaur Playground);West 97 Street & Riverside Drive;Yes;;Manhattan;;407.966.037;-7.397.429.199.999.990;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;3,6061E+14;36;61;18300;1002
36061018300;Census Tract 183, New York County, New York;poverty;8573;Riverside Park (Dinosaur Playground);West 97 Street & Riverside Drive;Yes;;Manhattan;;407.966.037;-7.397.429.199.999.990;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;3,6061E+14;36;61;18300;1002
36061018300;Census Tract 183, New York County, New York;med_inc;129909;Riverside Park (Dinosaur Playground);West 97 Street & Riverside Drive;Yes;;Manhattan;;407.966.037;-7.397.429.199.999.990;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;;0;3,6061E+14;407.966.395;1002;0;36;1002;2,10701E+14;BK;407.966.395;S;Block 1002;2847942;18300;-739.752.554;1;27443;0;-739.752.554;G5040;L;U;61;3,6061E+14;36;61;18300;1002
36005030000;Census Tract 300, Bronx County, New York;population;6612;Colucci Playground;Hutchinson River Parkway, Wilkinson Avenue, Mayflower Avenue;Yes;;Bronx;;40.851.854;-7.383.375.699.999.990;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;3,6005E+14;36;5;30000;5001
36005030000;Census Tract 300, Bronx County, New York;poverty;6520;Colucci Playground;Hutchinson River Parkway, Wilkinson Avenue, Mayflower Avenue;Yes;;Bronx;;40.851.854;-7.383.375.699.999.990;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;3,6005E+14;36;5;30000;5001
36005030000;Census Tract 300, Bronx County, New York;med_inc;72568;Colucci Playground;Hutchinson River Parkway, Wilkinson Avenue, Mayflower Avenue;Yes;;Bronx;;40.851.854;-7.383.375.699.999.990;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;;286;3,6005E+14;408.507.345;5001;0;36;5001;2,10701E+14;BK;408.507.345;S;Block 5001;2133827;30000;-738.343.293;5;19471;104;-738.343.293;G5040;L;U;5;3,6005E+14;36;5;30000;5001
36081083700;Census Tract 837, Queens County, New York;population;5531;Captain Mario Fajardo Park;Kissena Boulevard & Booth Memorial Avenue;Yes;;Queens;;407.429.665;-738.143.118;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;3,60811E+14;36;81;83700;5008
36081083700;Census Tract 837, Queens County, New York;poverty;5518;Captain Mario Fajardo Park;Kissena Boulevard & Booth Memorial Avenue;Yes;;Queens;;407.429.665;-738.143.118;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;3,60811E+14;36;81;83700;5008
36081083700;Census Tract 837, Queens County, New York;med_inc;56356;Captain Mario Fajardo Park;Kissena Boulevard & Booth Memorial Avenue;Yes;;Queens;;407.429.665;-738.143.118;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;;195;3,60811E+14;407.427.211;5008;0;36;5008;2,10701E+14;BK;407.427.211;S;Block 5008;1272126;83700;-738.151.415;5;12241;63;-738.151.415;G5040;L;U;81;3,60811E+14;36;81;83700;5008
36081137700;Census Tract 1377, Queens County, New York;population;7882;Alley Park (PS 213);67 Avenue & 230 Street;Yes;;Queens;;407.474.777;-7.374.679.549.999.990;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;3,60811E+14;36;81;137700;3008
36081137700;Census Tract 1377, Queens County, New York;population;7882;Alley Pond Park (Alley Pond Spring);Springfield Boulevard, 73rd Avenue, 76th Avenue to tree line & natural area;Yes;;Queens;;407.424.131;-7.375.347.339.999.990;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;3,60811E+14;36;81;137700;4008
36081137700;Census Tract 1377, Queens County, New York;poverty;7824;Alley Park (PS 213);67 Avenue & 230 Street;Yes;;Queens;;407.474.777;-7.374.679.549.999.990;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;3,60811E+14;36;81;137700;3008
36081137700;Census Tract 1377, Queens County, New York;poverty;7824;Alley Pond Park (Alley Pond Spring);Springfield Boulevard, 73rd Avenue, 76th Avenue to tree line & natural area;Yes;;Queens;;407.424.131;-7.375.347.339.999.990;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;3,60811E+14;36;81;137700;4008
36081137700;Census Tract 1377, Queens County, New York;med_inc;90238;Alley Park (PS 213);67 Avenue & 230 Street;Yes;;Queens;;407.474.777;-7.374.679.549.999.990;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;;199;3,60811E+14;407.483.835;3008;0;36;3008;2,10701E+14;BK;407.483.835;S;Block 3008;1392478;137700;-737.477.112;3;19357;56;-737.477.112;G5040;L;U;81;3,60811E+14;36;81;137700;3008
36081137700;Census Tract 1377, Queens County, New York;med_inc;90238;Alley Pond Park (Alley Pond Spring);Springfield Boulevard, 73rd Avenue, 76th Avenue to tree line & natural area;Yes;;Queens;;407.424.131;-7.375.347.339.999.990;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;;142;3,60811E+14;407.430.725;4008;0;36;4008;2,10701E+14;BK;407.430.725;S;Block 4008;1842064;137700;-73.753.262;4;10867;44;-73.753.262;G5040;L;U;81;3,60811E+14;36;81;137700;4008
36047025901;Census Tract 259.01, Kings County, New York;population;2077;Willoughby Playground;Tompkins & Willoughby avenues;Yes;;Brooklyn;;406.942.295;-739.460.864;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;3,6047E+14;36;47;25901;1002
36047025901;Census Tract 259.01, Kings County, New York;poverty;2077;Willoughby Playground;Tompkins & Willoughby avenues;Yes;;Brooklyn;;406.942.295;-739.460.864;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;3,6047E+14;36;47;25901;1002
36047025901;Census Tract 259.01, Kings County, New York;med_inc;62734;Willoughby Playground;Tompkins & Willoughby avenues;Yes;;Brooklyn;;406.942.295;-739.460.864;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;;258;3,6047E+14;406.944.335;1002;0;36;1002;2,10701E+14;BK;406.944.335;S;Block 1002;5844170;25901;-739.475.688;1;19932;70;-739.475.688;G5040;L;U;47;3,6047E+14;36;47;25901;1002
36081033900;Census Tract 339, Queens County, New York;population;2773;Playground 90/PS 148 Playground;Northern Boulevard & 90 Street;Yes;;Queens;;407.563.822;-738.779.457;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;3,6081E+14;36;81;33900;2000
36081033900;Census Tract 339, Queens County, New York;poverty;2773;Playground 90/PS 148 Playground;Northern Boulevard & 90 Street;Yes;;Queens;;407.563.822;-738.779.457;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;3,6081E+14;36;81;33900;2000
36081033900;Census Tract 339, Queens County, New York;med_inc;57342;Playground 90/PS 148 Playground;Northern Boulevard & 90 Street;Yes;;Queens;;407.563.822;-738.779.457;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;3,6081E+14;36;81;33900;2000
36005034500;Census Tract 345, Bronx County, New York;population;3645;Van Cortlandt Park (Stables Area);Broadway and West 254th Street;Yes;;Bronx;;409.010.626;-7.389.695.069.999.990;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;3,6005E+14;36;5;34500;2006
36005034500;Census Tract 345, Bronx County, New York;poverty;3540;Van Cortlandt Park (Stables Area);Broadway and West 254th Street;Yes;;Bronx;;409.010.626;-7.389.695.069.999.990;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;3,6005E+14;36;5;34500;2006
36005034500;Census Tract 345, Bronx County, New York;med_inc;109167;Van Cortlandt Park (Stables Area);Broadway and West 254th Street;Yes;;Bronx;;409.010.626;-7.389.695.069.999.990;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;;315;3,6005E+14;409.020.688;2006;0;36;2006;2,10701E+14;BK;409.020.688;S;Block 2006;1475651;34500;-73.897.153;2;18627;43;-73.897.153;G5040;L;U;5;3,6005E+14;36;5;34500;2006
36005022200;Census Tract 222, Bronx County, New York;population;3169;Caserta Playground;St. Raymond Avenue, Puroy Street;Yes;;Bronx;;408.376.707;-738.534.703;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;3,6005E+14;36;5;22200;1002
36005022200;Census Tract 222, Bronx County, New York;population;3169;Castle Hill Playground;Parker Street, Castle Hill Avenue, Puroy Street;Yes;;Bronx;;408.398.543;-738.529.406;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;3,6005E+14;36;5;22200;1000
36005022200;Census Tract 222, Bronx County, New York;poverty;3096;Caserta Playground;St. Raymond Avenue, Puroy Street;Yes;;Bronx;;408.376.707;-738.534.703;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;3,6005E+14;36;5;22200;1002
36005022200;Census Tract 222, Bronx County, New York;poverty;3096;Castle Hill Playground;Parker Street, Castle Hill Avenue, Puroy Street;Yes;;Bronx;;408.398.543;-738.529.406;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;3,6005E+14;36;5;22200;1000
36005022200;Census Tract 222, Bronx County, New York;med_inc;46806;Caserta Playground;St. Raymond Avenue, Puroy Street;Yes;;Bronx;;408.376.707;-738.534.703;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;;275;3,6005E+14;408.370.155;1002;0;36;1002;2,10701E+14;BK;408.370.155;S;Block 1002;2137900;22200;-738.528.475;1;13801;110;-738.528.475;G5040;L;U;5;3,6005E+14;36;5;22200;1002
36005022200;Census Tract 222, Bronx County, New York;med_inc;46806;Castle Hill Playground;Parker Street, Castle Hill Avenue, Puroy Street;Yes;;Bronx;;408.398.543;-738.529.406;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;;100;3,6005E+14;408.402.434;1000;0;36;1000;2,10701E+14;BK;408.402.434;S;Block 1000;2135260;22200;-738.534.855;1;8983;24;-738.534.855;G5040;L;U;5;3,6005E+14;36;5;22200;1000
36061015802;Census Tract 158.02, New York County, New York;population;4284;Playground Ninety Six (XCVI);2 Avenue, East 96 to East 97 streets;Yes;;Manhattan;;407.861.708;-739.495.271;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;3,6061E+14;36;61;15802;1001
36061015802;Census Tract 158.02, New York County, New York;poverty;3317;Playground Ninety Six (XCVI);2 Avenue, East 96 to East 97 streets;Yes;;Manhattan;;407.861.708;-739.495.271;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;3,6061E+14;36;61;15802;1001
36061015802;Census Tract 158.02, New York County, New York;med_inc;77889;Playground Ninety Six (XCVI);2 Avenue, East 96 to East 97 streets;Yes;;Manhattan;;407.861.708;-739.495.271;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;3,6061E+14;36;61;15802;1001
36061001300;Census Tract 13, New York County, New York;population;4844;Battery Park (Battery Gardens);Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061001300;Census Tract 13, New York County, New York;population;4844;Battery Park Comfort Station;Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061001300;Census Tract 13, New York County, New York;poverty;4844;Battery Park (Battery Gardens);Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061001300;Census Tract 13, New York County, New York;poverty;4844;Battery Park Comfort Station;Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061001300;Census Tract 13, New York County, New York;med_inc;193065;Battery Park (Battery Gardens);Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061001300;Census Tract 13, New York County, New York;med_inc;193065;Battery Park Comfort Station;Battery Place, State & Whitehall streets;Yes;;Manhattan;;407.052.168;-7.401.393.399.999.990;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;;0;3,6061E+14;407.054.195;2008;0;36;2008;2,10701E+14;BK;407.054.195;S;Block 2008;2840599;1300;-740.141.862;2;13328;0;-740.141.862;G5040;L;U;61;3,6061E+14;36;61;1300;2008
36061019702;Census Tract 197.02, New York County, New York;population;3074;Broadway Malls;Broadway, Columbus Circle to West 110 Street;Yes;;Manhattan;;408.009.929;-739.590.858;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;3,6061E+14;36;61;19702;1004
36061019702;Census Tract 197.02, New York County, New York;poverty;3054;Broadway Malls;Broadway, Columbus Circle to West 110 Street;Yes;;Manhattan;;408.009.929;-739.590.858;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;3,6061E+14;36;61;19702;1004
36061019702;Census Tract 197.02, New York County, New York;med_inc;85227;Broadway Malls;Broadway, Columbus Circle to West 110 Street;Yes;;Manhattan;;408.009.929;-739.590.858;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;;853;3,6061E+14;408.011.962;1004;0;36;1004;2,10701E+14;BK;408.011.962;S;Block 1004;3014960;19702;-739.586.724;1;12165;419;-739.586.724;G5040;L;U;61;3,6061E+14;36;61;19702;1004
36061002500;Census Tract 25, New York County, New York;population;5289;Alfred E. Smith Park;Catherine Slip, Madison & South streets;Yes;;Manhattan;;407.096.735;-739.970.539;;820;3,6061E+14;407.093.908;3000;0;36;3000;2,10701E+14;BK;407.093.908;S;Block 3000;2885719;2500;-739.976.887;3;17623;336;-739.976.887;G5040;L;U;61;;820;3,6061E+14;407.093.908;3000;0;36;3000;2,10701E+14;BK;407.093.908;S;Block 3000;2885719;2500;-739.976.887;3;17623;336;-739.976.887;G5040;L;U;61;3,6061E+14;36;61;2500;3000
36061002500;Census Tract 25, New York County, New York;poverty;5267;Alfred E. Smith Park;Catherine Slip, Madison & South streets;Yes;;Manhattan;;407.096.735;-739.970.539;;820;3,6061E+14;407.093.908;3000;0;36;3000;2,10701E+14;BK;407.093.908;S;Block 3000;2885719;2500;-739.976.887;3;17623;336;-739.976.887;G5040;L;U;61;;820;3,6061E+14;407.093.908;3000;0;36;3000;2,10701E+14;BK;407.093.908;S;Block 3000;2885719;2500;-739.976.887;3;17623;336;-739.976.887;G5040;L;U;61;3,6061E+14;36;61;2500;3000
