Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,GEOID,STATE,COUNTY,TRACT,BLOCK
Battery Park Comfort Station,"Battery Place, State & Whitehall streets",Yes,,Manhattan,,40.7052168,-74.01393399999999,,0,360610013002008,+40.7054195,2008,0,36,2008,210701008620804,BK,+40.7054195,S,Block 2008,2840599,001300,-074.0141862,2,13328,0,-074.0141862,G5040,L,U,061,,0,360610013002008,+40.7054195,2008,0,36,2008,210701008620804,BK,+40.7054195,S,Block 2008,2840599,001300,-074.0141862,2,13328,0,-074.0141862,G5040,L,U,061,360610013002008,36,061,001300,2008
Bay Terrace Playground (PS 169),23 Avenue & 212 Street,Yes,,Queens,,40.7814134,-73.7781826,,624,360810997042001,+40.7814512,2001,0,36,2001,210701006109089,BK,+40.7814512,S,Block 2001,3444392,099704,-073.7801579,2,65210,311,-073.7801579,G5040,L,U,081,,624,360810997042001,+40.7814512,2001,0,36,2001,210701006109089,BK,+40.7814512,S,Block 2001,3444392,099704,-073.7801579,2,65210,311,-073.7801579,G5040,L,U,081,360810997042001,36,081,099704,2001
Bayside Fields,"204 Street & 29 Avenue, Clearview Expressway",Yes,Yes,Queens,,40.7728915,-73.78664669999999,,196,360811085003006,+40.7718005,3006,0,36,3006,210701006108497,BK,+40.7718005,S,Block 3006,2011232,108500,-073.7868221,3,22746,71,-073.7868221,G5040,L,U,081,,196,360811085003006,+40.7718005,3006,0,36,3006,210701006108497,BK,+40.7718005,S,Block 3006,2011232,108500,-073.7868221,3,22746,71,-073.7868221,G5040,L,U,081,360811085003006,36,081,108500,3006
Bayside Playground (JHS 180),Beach Channel Drive & Seaside Avenue,No,,Queens,,40.5854984,-73.8246971,,0,360810938003000,+40.5845525,3000,0,36,3000,210701006109844,BK,+40.5856175,S,Block 3000,2944264,093800,-073.8300158,3,95601,0,-073.8281798,G5040,L,U,081,,0,360810938003000,+40.5845525,3000,0,36,3000,210701006109844,BK,+40.5856175,S,Block 3000,2944264,093800,-073.8300158,3,95601,0,-073.8281798,G5040,L,U,081,360810938003000,36,081,093800,3000
Bayview Playground,Seaview Avenue & East 99 Street,Yes,,Brooklyn,,40.6348063,-73.8880138,,1584,360471034012000,+40.6332987,2000,0,36,2000,210701004648225,BK,+40.6332987,S,Block 2000,6087861,103401,-073.8872038,2,89425,636,-073.8872038,G5040,L,U,047,,1584,360471034012000,+40.6332987,2000,0,36,2000,210701004648225,BK,+40.6332987,S,Block 2000,6087861,103401,-073.8872038,2,89425,636,-073.8872038,G5040,L,U,047,360471034012000,36,047,103401,2000
Bedford Playground,"Bedford Avenue & South 9 Street, Division Avenue",Yes,,Brooklyn,,40.7186721,-73.9550277,,199,360470517001003,+40.7188167,1003,0,36,1003,210701004653271,BK,+40.7188167,S,Block 1003,4140195,051700,-073.9555953,1,11132,115,-073.9555953,G5040,L,U,047,,199,360470517001003,+40.7188167,1003,0,36,1003,210701004653271,BK,+40.7188167,S,Block 1003,4140195,051700,-073.9555953,1,11132,115,-073.9555953,G5040,L,U,047,360470517001003,36,047,051700,1003
Behagen Playground,"Tinton Avenue, East 165 Street, Union Avenue, East 166 Street",Yes,Yes,Bronx,,40.8260191,-73.9005159,,230,360050131002001,+40.8269447,2001,0,36,2001,210701006017919,BK,+40.8269447,S,Block 2001,1633500,013100,-073.9007280,2,19956,70,-073.9007280,G5040,L,U,005,,230,360050131002001,+40.8269447,2001,0,36,2001,210701006017919,BK,+40.8269447,S,Block 2001,1633500,013100,-073.9007280,2,19956,70,-073.9007280,G5040,L,U,005,360050131002001,36,005,013100,2001
Bellaire Playground,"89 Avenue, 207 & 208 streets",Yes,,Queens,,40.7206187,-73.7575422,,0,360810492021007,+40.7210646,1007,0,36,1007,210701006105042,BK,+40.7210646,S,Block 1007,1851954,049202,-073.7577431,1,15696,0,-073.7577431,G5040,L,U,081,,0,360810492021007,+40.7210646,1007,0,36,1007,210701006105042,BK,+40.7210646,S,Block 1007,1851954,049202,-073.7577431,1,15696,0,-073.7577431,G5040,L,U,081,360810492021007,36,081,049202,1007
Belmont Playground,"Crotona Avenue, East 181 Street",Yes,Yes,Bronx,,40.8489391,-73.8881588,,997,360050373001002,+40.8500017,1002,0,36,1002,210701006026165,BK,+40.8500017,S,Block 1002,799378,037300,-073.8878924,1,27956,432,-073.8878924,G5040,L,U,005,,997,360050373001002,+40.8500017,1002,0,36,1002,210701006026165,BK,+40.8500017,S,Block 1002,799378,037300,-073.8878924,1,27956,432,-073.8878924,G5040,L,U,005,360050373001002,36,005,037300,1002
Bendheim Playground,100th Street and Fifth Ave,,Yes,Manhattan,,40.7744146,-73.9656177,,0,360610143001020,+40.7747083,1020,7813,36,1020,210701008619833,BK,+40.7747275,S,Block 1020,3265072,014300,-073.9667545,1,96612,0,-073.9664160,G5040,B,U,061,,0,360610143001020,+40.7747083,1020,7813,36,1020,210701008619833,BK,+40.7747275,S,Block 1020,3265072,014300,-073.9667545,1,96612,0,-073.9664160,G5040,B,U,061,360610143001020,36,061,014300,1020
Bennett Park,"West 185 Street, Ft Washington Avenue",Yes,,Manhattan,,40.8533949,-73.9374263,,1160,360610273002000,+40.8534469,2000,0,36,2000,210701008621340,BK,+40.8534469,S,Block 2000,3709636,027300,-073.9369072,2,28051,618,-073.9369072,G5040,L,U,061,,1160,360610273002000,+40.8534469,2000,0,36,2000,210701008621340,BK,+40.8534469,S,Block 2000,3709636,027300,-073.9369072,2,28051,618,-073.9369072,G5040,L,U,061,360610273002000,36,061,027300,2000
Benson Playground,Bath Avenue between Bay 22 & Bay 23 streets,Yes,,Brooklyn,,40.6047003,-73.9997408,,597,360470284003001,+40.6042518,3001,0,36,3001,210701004654475,BK,+40.6042518,S,Block 3001,6596117,028400,-074.0004147,3,22248,184,-074.0004147,G5040,L,U,047,,597,360470284003001,+40.6042518,3001,0,36,3001,210701004654475,BK,+40.6042518,S,Block 3001,6596117,028400,-074.0004147,3,22248,184,-074.0004147,G5040,L,U,047,360470284003001,36,047,028400,3001
Bensonhurst Park,"Gravesend Bay, 21 & Cropsey avenues, Bay Parkway",Yes,,Brooklyn,,40.6076797,-74.0169501,,298,360470170003003,+40.6082877,3003,0,36,3003,210701004651254,BK,+40.6082877,S,Block 3003,5615851,017000,-074.0157432,3,19353,131,-074.0157432,G5040,L,U,047,,298,360470170003003,+40.6082877,3003,0,36,3003,210701004651254,BK,+40.6082877,S,Block 3003,5615851,017000,-074.0157432,3,19353,131,-074.0157432,G5040,L,U,047,360470170003003,36,047,017000,3003
Betsy Head Playground,"Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street",Yes,,Brooklyn,,40.6648086,-73.915308,,267,360470902004002,+40.6656305,4002,0,36,4002,210701004652873,BK,+40.6656305,S,Block 4002,4262200,090200,-073.9150474,4,13758,94,-073.9150474,G5040,L,U,047,,267,360470902004002,+40.6656305,4002,0,36,4002,210701004652873,BK,+40.6656305,S,Block 4002,4262200,090200,-073.9150474,4,13758,94,-073.9150474,G5040,L,U,047,360470902004002,36,047,090200,4002
Betsy Head Playground (Administration Building),"Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street",Yes,,Brooklyn,,40.6648086,-73.915308,,267,360470902004002,+40.6656305,4002,0,36,4002,210701004652873,BK,+40.6656305,S,Block 4002,4262200,090200,-073.9150474,4,13758,94,-073.9150474,G5040,L,U,047,,267,360470902004002,+40.6656305,4002,0,36,4002,210701004652873,BK,+40.6656305,S,Block 4002,4262200,090200,-073.9150474,4,13758,94,-073.9150474,G5040,L,U,047,360470902004002,36,047,090200,4002
Big Bush Park,"61 Street, north and south of Brooklyn-Queens Expressway",Yes,,Queens,,40.7192645,-73.9458161,,0,360470477001019,+40.7190106,1019,0,36,1019,210701004648691,BK,+40.7190106,S,Block 1019,4146094,047700,-073.9461113,1,1955,0,-073.9461113,G5040,L,U,047,,0,360470477001019,+40.7190106,1019,0,36,1019,210701004648691,BK,+40.7190106,S,Block 1019,4146094,047700,-073.9461113,1,1955,0,-073.9461113,G5040,L,U,047,360470477001019,36,047,047700,1019
Bildersee Playground,Flatlands Avenue between East 81 & East 82 streets,Yes,,Brooklyn,,40.6781784,-73.9441579,,0,360470313004000,+40.6782744,4000,0,36,4000,210701004648428,BK,+40.6782744,S,Block 4000,4610831,031300,-073.9455015,4,2013,0,-073.9455015,G5040,L,U,047,,0,360470313004000,+40.6782744,4000,0,36,4000,210701004648428,BK,+40.6782744,S,Block 4000,4610831,031300,-073.9455015,4,2013,0,-073.9455015,G5040,L,U,047,360470313004000,36,047,031300,4000
Bill Brown Memorial Playground,"Bedford Avenue, Avenue X to Avenue Y, E 24 Street",Yes,,Brooklyn,,40.5932846,-73.9453602,,288,360470594023003,+40.5943908,3003,0,36,3003,210701004651918,BK,+40.5943908,S,Block 3003,5849549,059402,-073.9450924,3,19589,117,-073.9450924,G5040,L,U,047,,288,360470594023003,+40.5943908,3003,0,36,3003,210701004651918,BK,+40.5943908,S,Block 3003,5849549,059402,-073.9450924,3,19589,117,-073.9450924,G5040,L,U,047,360470594023003,36,047,059402,3003
Bleecker Playground,Hudson & West 11 streets,Yes,,Manhattan,,40.7358468,-74.0059591,,58,360610077004003,+40.7363710,4003,0,36,4003,210701008620433,BK,+40.7363710,S,Block 4003,4639442,007700,-074.0055819,4,5961,51,-074.0055819,G5040,L,U,061,,58,360610077004003,+40.7363710,4003,0,36,4003,210701008620433,BK,+40.7363710,S,Block 4003,4639442,007700,-074.0055819,4,5961,51,-074.0055819,G5040,L,U,061,360610077004003,36,061,007700,4003
Blood Root Valley (Greenbelt Nature Center),"Rockland, Manor and Brielle avenues, Forest Hill Road",Yes,Yes,Staten Island,,40.5834379,-74.1495589,,163,360850277042006,+40.5840005,2006,0,36,2006,210701004608735,BK,+40.5840005,S,Block 2006,8082187,027704,-074.1497782,2,11764,59,-074.1497782,G5040,L,U,085,,163,360850277042006,+40.5840005,2006,0,36,2006,210701004608735,BK,+40.5840005,S,Block 2006,8082187,027704,-074.1497782,2,11764,59,-074.1497782,G5040,L,U,085,360850277042006,36,085,027704,2006
Blood Root Valley (Park House),"Rockland, Manor and Brielle avenues, Forest Hill Road",Yes,Yes,Staten Island,,40.5834379,-74.1495589,,163,360850277042006,+40.5840005,2006,0,36,2006,210701004608735,BK,+40.5840005,S,Block 2006,8082187,027704,-074.1497782,2,11764,59,-074.1497782,G5040,L,U,085,,163,360850277042006,+40.5840005,2006,0,36,2006,210701004608735,BK,+40.5840005,S,Block 2006,8082187,027704,-074.1497782,2,11764,59,-074.1497782,G5040,L,U,085,360850277042006,36,085,027704,2006
Bloomingdale Park,"Richmond Pkwy, Bloomingdale Rd., Lenevar Ave",,Yes,Staten Island,,40.5351479,-74.2079748,,0,360850208034005,+40.5330669,4005,0,36,4005,210701004608409,BK,+40.5330669,S,Block 4005,7576097,020803,-074.2094421,4,175145,0,-074.2094421,G5040,L,U,085,,0,360850208034005,+40.5330669,4005,0,36,4005,210701004608409,BK,+40.5330669,S,Block 4005,7576097,020803,-074.2094421,4,175145,0,-074.2094421,G5040,L,U,085,360850208034005,36,085,020803,4005
Bloomingdale Playground,"Amsterdam Avenue, West 104 & West 105 streets",Yes,,Manhattan,,40.79939299999999,-73.96633899999999,,842,360610189005001,+40.7988402,5001,0,36,5001,210701008619614,BK,+40.7988402,S,Block 5001,3461677,018900,-073.9650097,5,22230,355,-073.9650097,G5040,L,U,061,,842,360610189005001,+40.7988402,5001,0,36,5001,210701008619614,BK,+40.7988402,S,Block 5001,3461677,018900,-073.9650097,5,22230,355,-073.9650097,G5040,L,U,061,360610189005001,36,061,018900,5001
Blue Heron Park Preserve (Nature Center),Poillon Avenue,Yes,Yes,Staten Island,This facility is currently closed,40.5303319,-74.1765091,,312,360850176003007,+40.5315246,3007,3536,36,3007,210701004607566,BK,+40.5311356,S,Block 3007,4874435,017600,-074.1739144,3,537268,118,-074.1743701,G5040,B,U,085,,312,360850176003007,+40.5315246,3007,3536,36,3007,210701004607566,BK,+40.5311356,S,Block 3007,4874435,017600,-074.1739144,3,537268,118,-074.1743701,G5040,B,U,085,360850176003007,36,085,017600,3007
Bowne Park,"159 Street, 29 Avenue, 155 Street, 32 Avenue",Yes,,Queens,,40.7719794,-73.81440549999999,,90,360811047002010,+40.7718546,2010,0,36,2010,210701006116249,BK,+40.7718546,S,Block 2010,1401052,104700,-073.8149340,2,10507,36,-073.8149340,G5040,L,U,081,,90,360811047002010,+40.7718546,2010,0,36,2010,210701006116249,BK,+40.7718546,S,Block 2010,1401052,104700,-073.8149340,2,10507,36,-073.8149340,G5040,L,U,081,360811047002010,36,081,104700,2010
Bowne Playground,Union Street and Sanford Avenue,Yes,,Queens,,40.7576513,-73.8251902,,707,360810853001003,+40.7578476,1003,0,36,1003,210701006109888,BK,+40.7578476,S,Block 1003,2945604,085300,-073.8265255,1,22420,352,-073.8265255,G5040,L,U,081,,707,360810853001003,+40.7578476,1003,0,36,1003,210701006109888,BK,+40.7578476,S,Block 1003,2945604,085300,-073.8265255,1,22420,352,-073.8265255,G5040,L,U,081,360810853001003,36,081,085300,1003
Breininger Park,Braddock Avenue & 240 Street,Yes,,Queens,,40.72651620000001,-73.7282156,,165,360811621004003,+40.7272400,4003,0,36,4003,210701006107827,BK,+40.7272400,S,Block 4003,1737350,162100,-073.7274589,4,15098,57,-073.7274589,G5040,L,U,081,,165,360811621004003,+40.7272400,4003,0,36,4003,210701006107827,BK,+40.7272400,S,Block 4003,1737350,162100,-073.7274589,4,15098,57,-073.7274589,G5040,L,U,081,360811621004003,36,081,162100,4003
Breukelen Playground,Louisiana & Flatlands Avenue,Yes,,Brooklyn,,40.6511866,-73.8900487,,0,360470982002004,+40.6512136,2004,0,36,2004,210701004652511,BK,+40.6512136,S,Block 2004,4261590,098200,-073.8913480,2,30081,0,-073.8913480,G5040,L,U,047,,0,360470982002004,+40.6512136,2004,0,36,2004,210701004652511,BK,+40.6512136,S,Block 2004,4261590,098200,-073.8913480,2,30081,0,-073.8913480,G5040,L,U,047,360470982002004,36,047,098200,2004
Brevoort Playground,Ralph Avenue & Chauncy Street,Yes,,Brooklyn,,40.681211,-73.922406,,422,360470379002001,+40.6809984,2001,0,36,2001,210701004655114,BK,+40.6809984,S,Block 2001,8106508,037900,-073.9210009,2,19045,186,-073.9210009,G5040,L,U,047,,422,360470379002001,+40.6809984,2001,0,36,2001,210701004655114,BK,+40.6809984,S,Block 2001,8106508,037900,-073.9210009,2,19045,186,-073.9210009,G5040,L,U,047,360470379002001,36,047,037900,2001
Bridge Park 2,Bridge & Prospect streets,Yes,,Brooklyn,,40.7006752,-73.9873803,,0,360470021002025,+40.7008774,2025,0,36,2025,210701004653656,BK,+40.7008774,S,Block 2025,4710689,002100,-073.9874592,2,2496,0,-073.9874592,G5040,L,U,047,,0,360470021002025,+40.7008774,2025,0,36,2025,210701004653656,BK,+40.7008774,S,Block 2025,4710689,002100,-073.9874592,2,2496,0,-073.9874592,G5040,L,U,047,360470021002025,36,047,002100,2025
Broadway Malls,"Broadway, Columbus Circle to West 110 Street",Yes,,Manhattan,,40.8009929,-73.9590858,,853,360610197021004,+40.8011962,1004,0,36,1004,210701008619635,BK,+40.8011962,S,Block 1004,3014960,019702,-073.9586724,1,12165,419,-073.9586724,G5040,L,U,061,,853,360610197021004,+40.8011962,1004,0,36,1004,210701008619635,BK,+40.8011962,S,Block 1004,3014960,019702,-073.9586724,1,12165,419,-073.9586724,G5040,L,U,061,360610197021004,36,061,019702,1004
Bronx Park (Ben Abrams Playground),Lydig Avenue & Bronx Park East,Yes,,Bronx,,40.8542614,-73.8693736,,408,360050224012001,+40.8540418,2001,0,36,2001,210701006027668,BK,+40.8540418,S,Block 2001,1474929,022401,-073.8684537,2,10439,157,-073.8684537,G5040,L,U,005,,408,360050224012001,+40.8540418,2001,0,36,2001,210701006027668,BK,+40.8540418,S,Block 2001,1474929,022401,-073.8684537,2,10439,157,-073.8684537,G5040,L,U,005,360050224012001,36,005,022401,2001
Bronx Park (Brady Playground),Bronx Park East between Bronxdale Avenue and Unionport Road,Yes,,Bronx,,40.848986,-73.8683877,,862,360050230001001,+40.8497881,1001,0,36,1001,210701006027675,BK,+40.8497881,S,Block 1001,1475597,023000,-073.8684375,1,12212,324,-073.8684375,G5040,L,U,005,,862,360050230001001,+40.8497881,1001,0,36,1001,210701006027675,BK,+40.8497881,S,Block 1001,1475597,023000,-073.8684375,1,12212,324,-073.8684375,G5040,L,U,005,360050230001001,36,005,023000,1001
Bronx Park (French Charley's Playground),East 204 Street & W/S Bronx Park,Yes,,Bronx,,40.873974,-73.8834143,,1023,360050413001000,+40.8746763,1000,0,36,1000,210701006027919,BK,+40.8746763,S,Block 1000,2140359,041300,-073.8847769,1,21001,470,-073.8847769,G5040,L,U,005,,1023,360050413001000,+40.8746763,1000,0,36,1000,210701006027919,BK,+40.8746763,S,Block 1000,2140359,041300,-073.8847769,1,21001,470,-073.8847769,G5040,L,U,005,360050413001000,36,005,041300,1000
Bronx Park (Olinville Playground),East 219 Street & Bronx River Parkway,Yes,,Bronx,,40.8821212,-73.8582001,,425,360050396002002,+40.8825572,2002,0,36,2002,210701006026005,BK,+40.8825572,S,Block 2002,1628688,039600,-073.8583050,2,22361,173,-073.8583050,G5040,L,U,005,,425,360050396002002,+40.8825572,2002,0,36,2002,210701006026005,BK,+40.8825572,S,Block 2002,1628688,039600,-073.8583050,2,22361,173,-073.8583050,G5040,L,U,005,360050396002002,36,005,039600,2002
Bronx Park (Ranaqua),"Southern Boulevard, Webster, Burke avenues, Bronx Park East, 180 Street",Yes,,Bronx,,40.87150339999999,-73.8705746,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,360050334001003,36,005,033400,1003
Bronx Park (River Park Playground),"East 180th Street, Boston Road",Yes,Yes,Bronx,,40.8426532,-73.8781539,,1021,360050361005000,+40.8437325,5000,0,36,5000,210701006029979,BK,+40.8437325,S,Block 5000,1766863,036100,-073.8787982,5,29932,440,-073.8787982,G5040,L,U,005,,1021,360050361005000,+40.8437325,5000,0,36,5000,210701006029979,BK,+40.8437325,S,Block 5000,1766863,036100,-073.8787982,5,29932,440,-073.8787982,G5040,L,U,005,360050361005000,36,005,036100,5000
Bronx Park (Rosewood Playground),Bronx River Parkway & Rosewood Street,Yes,,Bronx,,40.87221,-73.8718155,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,360050334001003,36,005,033400,1003
Bronx Park (Waring Playground),Bronx Park East between Waring Avenure and Thwaites Place,Yes,,Bronx,,40.8588707,-73.8695246,,1431,360050332012000,+40.8601002,2000,0,36,2000,210701006028254,BK,+40.8601002,S,Block 2000,1767003,033201,-073.8701066,2,29570,580,-073.8701066,G5040,L,U,005,,1431,360050332012000,+40.8601002,2000,0,36,2000,210701006028254,BK,+40.8601002,S,Block 2000,1767003,033201,-073.8701066,2,29570,580,-073.8701066,G5040,L,U,005,360050332012000,36,005,033201,2000
Bronx River Parkway (Parque de los Ninos),"Bronx River Parkway, Bronx Park, Westchester/NYC City Line.",Yes,Yes,Bronx,,40.87221,-73.8718155,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,,50,360050334001003,+40.8701728,1003,0,36,1003,210701006029600,BK,+40.8701728,S,Block 1003,1474958,033400,-073.8711801,1,134283,20,-073.8711801,G5040,L,U,005,360050334001003,36,005,033400,1003
Brookville Park,"Conduit Avenue, Brookville Boulevard, 144th Avenue, 233rd Street",Yes,,Queens,,40.665184,-73.739845,,5,360810654021000,+40.6616060,1000,0,36,1000,210701006113838,BK,+40.6616060,S,Block 1000,328603,065402,-073.7440180,1,252550,1,-073.7440180,G5040,L,U,081,,5,360810654021000,+40.6616060,1000,0,36,1000,210701006113838,BK,+40.6616060,S,Block 1000,328603,065402,-073.7440180,1,252550,1,-073.7440180,G5040,L,U,081,360810654021000,36,081,065402,1000
Brower Park,"Brooklyn, St. Mark's, Kingston avenues, Park Place",Yes,,Brooklyn,,40.66879429999999,-73.94452199999999,,279,360470337021003,+40.6689056,1003,0,36,1003,210701004648576,BK,+40.6689056,S,Block 1003,4716596,033702,-073.9436271,1,19180,84,-073.9436271,G5040,L,U,047,,279,360470337021003,+40.6689056,1003,0,36,1003,210701004648576,BK,+40.6689056,S,Block 1003,4716596,033702,-073.9436271,1,19180,84,-073.9436271,G5040,L,U,047,360470337021003,36,047,033702,1003
Brower Park (Museum),"Brooklyn, St. Mark's, Kingston avenues, Park Place",Yes,,Brooklyn,,40.66879429999999,-73.94452199999999,,279,360470337021003,+40.6689056,1003,0,36,1003,210701004648576,BK,+40.6689056,S,Block 1003,4716596,033702,-073.9436271,1,19180,84,-073.9436271,G5040,L,U,047,,279,360470337021003,+40.6689056,1003,0,36,1003,210701004648576,BK,+40.6689056,S,Block 1003,4716596,033702,-073.9436271,1,19180,84,-073.9436271,G5040,L,U,047,360470337021003,36,047,033702,1003
Brownsville Playground,Linden Boulevard & Hegeman Avenue,Yes,,Brooklyn,,40.6573304,-73.90028439999999,,0,360470920004001,+40.6580988,4001,0,36,4001,210701004657763,BK,+40.6580988,S,Block 4001,4714041,092000,-073.9000051,4,6208,0,-073.9000051,G5040,L,U,047,,0,360470920004001,+40.6580988,4001,0,36,4001,210701004657763,BK,+40.6580988,S,Block 4001,4714041,092000,-073.9000051,4,6208,0,-073.9000051,G5040,L,U,047,360470920004001,36,047,092000,4001
Bufano Playground,"La Salle Avenue, Edison Avenue, Bradford Avenue, Waterbury Avenue",Yes,,Bronx,,40.8389243,-73.83104949999999,,0,360050184004007,+40.8381881,4007,0,36,4007,210701006026515,BK,+40.8381881,S,Block 4007,2133178,018400,-073.8311159,4,11766,0,-073.8311159,G5040,L,U,005,,0,360050184004007,+40.8381881,4007,0,36,4007,210701006026515,BK,+40.8381881,S,Block 4007,2133178,018400,-073.8311159,4,11766,0,-073.8311159,G5040,L,U,005,360050184004007,36,005,018400,4007
Bushwick Playground & Pool,"Flushing Avenue, Bushwick Avenue & Humboldt Street",No,,Brooklyn,,40.701946,-73.936539,,402,360470391001001,+40.7018168,1001,0,36,1001,210701004655469,BK,+40.7018168,S,Block 1001,4146729,039100,-073.9360430,1,10035,223,-073.9360430,G5040,L,U,047,,402,360470391001001,+40.7018168,1001,0,36,1001,210701004655469,BK,+40.7018168,S,Block 1001,4146729,039100,-073.9360430,1,10035,223,-073.9360430,G5040,L,U,047,360470391001001,36,047,039100,1001
Bushwick Playground & Pool,Flushing & Bushwick Avenue between Garden & Beaver,Yes,,Brooklyn,,40.692626,-73.923672,,337,360470395001002,+40.6928905,1002,0,36,1002,210701004654717,BK,+40.6928905,S,Block 1002,5614527,039500,-073.9228328,1,10294,162,-073.9228328,G5040,L,U,047,,337,360470395001002,+40.6928905,1002,0,36,1002,210701004654717,BK,+40.6928905,S,Block 1002,5614527,039500,-073.9228328,1,10294,162,-073.9228328,G5040,L,U,047,360470395001002,36,047,039500,1002
Cabbell Park/Cambria Playground,121 Avenue & 220 Street,Yes,,Queens,,40.6883335,-73.743374,,168,360810610001013,+40.6885910,1013,0,36,1013,210701006103929,BK,+40.6885910,S,Block 1013,3391277,061000,-073.7441748,1,20277,53,-073.7441748,G5040,L,U,081,,168,360810610001013,+40.6885910,1013,0,36,1013,210701006103929,BK,+40.6885910,S,Block 1013,3391277,061000,-073.7441748,1,20277,53,-073.7441748,G5040,L,U,081,360810610001013,36,081,061000,1013
Cadman Plaza & Brooklyn War Memorial,"Tillary, Cadman Plaza West, Cadman Plaza East, Prospect streets",Yes,,Brooklyn,,40.696114,-73.990166,,0,360470013001021,+40.6956426,1021,0,36,1021,210701004655451,BK,+40.6956426,S,Block 1021,4146076,001300,-073.9905179,1,8971,0,-073.9905179,G5040,L,U,047,,0,360470013001021,+40.6956426,1021,0,36,1021,210701004655451,BK,+40.6956426,S,Block 1021,4146076,001300,-073.9905179,1,8971,0,-073.9905179,G5040,L,U,047,360470013001021,36,047,001300,1021
Cadman Plaza & Brooklyn War Memorial,"Tillary, Cadman Plaza West, Cadman Plaza East, Prospect streets",Yes,,Brooklyn,,40.696114,-73.990166,,0,360470013001021,+40.6956426,1021,0,36,1021,210701004655451,BK,+40.6956426,S,Block 1021,4146076,001300,-073.9905179,1,8971,0,-073.9905179,G5040,L,U,047,,0,360470013001021,+40.6956426,1021,0,36,1021,210701004655451,BK,+40.6956426,S,Block 1021,4146076,001300,-073.9905179,1,8971,0,-073.9905179,G5040,L,U,047,360470013001021,36,047,001300,1021
Campiz Playground,Hope Street & Metropolitan Avenue,Yes,,Brooklyn,,40.7127152,-73.9009714,,13,360810603001010,+40.7130943,1010,0,36,1010,210701006110909,BK,+40.7130943,S,Block 1010,1739246,060300,-073.9020495,1,12368,1,-073.9020495,G5040,L,U,081,,13,360810603001010,+40.7130943,1010,0,36,1010,210701006110909,BK,+40.7130943,S,Block 1010,1739246,060300,-073.9020495,1,12368,1,-073.9020495,G5040,L,U,081,360810603001010,36,081,060300,1010
Canarsie Park,"Paerdegat Avenue, Seaview Avenue, East 93rd Street, Skidmore Avenue",Yes,,Brooklyn,,40.6317831,-73.89272129999999,,5,360471028021000,+40.6273096,1000,0,36,1000,210701004654140,BK,+40.6273096,S,Block 1000,5612544,102802,-073.8951042,1,486413,3,-073.8951042,G5040,L,U,047,,5,360471028021000,+40.6273096,1000,0,36,1000,210701004654140,BK,+40.6273096,S,Block 1000,5612544,102802,-073.8951042,1,486413,3,-073.8951042,G5040,L,U,047,360471028021000,36,047,102802,1000
Capt. Rivera Playground,"East 156 Street, Forest Avenue",Yes,Yes,Bronx,,40.8181622,-73.9062307,,0,360050077001010,+40.8186982,1010,0,36,1010,210701006026601,BK,+40.8186982,S,Block 1010,1631706,007700,-073.9053868,1,15801,0,-073.9053868,G5040,L,U,005,,0,360050077001010,+40.8186982,1010,0,36,1010,210701006026601,BK,+40.8186982,S,Block 1010,1631706,007700,-073.9053868,1,15801,0,-073.9053868,G5040,L,U,005,360050077001010,36,005,007700,1010
Capt. Tilly Park,"Highland Avenue, Upland Parkway, Gothic Parkway, 85 Avenue",Yes,,Queens,,40.7113959,-73.7978558,,745,360810454002007,+40.7120892,2007,0,36,2007,210701006104896,BK,+40.7120892,S,Block 2007,1023869,045400,-073.7974462,2,22362,236,-073.7974462,G5040,L,U,081,,745,360810454002007,+40.7120892,2007,0,36,2007,210701006104896,BK,+40.7120892,S,Block 2007,1023869,045400,-073.7974462,2,22362,236,-073.7974462,G5040,L,U,081,360810454002007,36,081,045400,2007
