contribution_receipt_date;contribution_receipt_amount
25-01-20 00:00;22.00
25-01-20 00:00;8.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;18.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;34.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;10.00
25-01-20 00:00;71.00
25-01-20 00:00;24.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;500.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;1.00
25-01-20 00:00;1.00
25-01-20 00:00;25.00
25-01-20 00:00;23.00
25-01-20 00:00;11.00
25-01-20 00:00;27.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;23.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;23.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;300.00
25-01-20 00:00;37.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;13.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;50.00
25-01-20 00:00;150.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;33.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;500.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;32.00
25-01-20 00:00;32.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;48.00
25-01-20 00:00;38.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;12.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;43.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;18.00
25-01-20 00:00;25.00
25-01-20 00:00;3.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;18.00
25-01-20 00:00;98.00
25-01-20 00:00;5.00
25-01-20 00:00;41.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;500.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;3.00
25-01-20 00:00;3.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;150.00
25-01-20 00:00;50.00
25-01-20 00:00;19.00
25-01-20 00:00;5.00
25-01-20 00:00;1000.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;26.00
25-01-20 00:00;300.00
25-01-20 00:00;50.00
25-01-20 00:00;300.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;27.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;50.00
25-01-20 00:00;59.00
25-01-20 00:00;50.00
25-01-20 00:00;5.00
25-01-20 00:00;50.00
25-01-20 00:00;21.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;70.00
25-01-20 00:00;10.00
25-01-20 00:00;100.00
25-01-20 00:00;31.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;150.00
25-01-20 00:00;50.00
25-01-20 00:00;94.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;8.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;500.00
25-01-20 00:00;1500.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;7.00
25-01-20 00:00;7.00
25-01-20 00:00;7.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;11.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;38.00
25-01-20 00:00;10.00
25-01-20 00:00;500.00
25-01-20 00:00;39.00
25-01-20 00:00;50.00
25-01-20 00:00;150.00
25-01-20 00:00;85.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;114.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;55.00
25-01-20 00:00;55.00
25-01-20 00:00;50.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;41.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;8.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;17.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;1000.00
25-01-20 00:00;19.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;14.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;30.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;6.00
25-01-20 00:00;20.00
25-01-20 00:00;884.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;27.00
25-01-20 00:00;12.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;12.00
25-01-20 00:00;35.00
25-01-20 00:00;30.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;22.00
25-01-20 00:00;20.00
25-01-20 00:00;40.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;900.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;23.00
25-01-20 00:00;6.00
25-01-20 00:00;24.00
25-01-20 00:00;40.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;38.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;27.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;23.00
25-01-20 00:00;20.00
25-01-20 00:00;3.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;21.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;500.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;7.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;13.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;150.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;33.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;28.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;17.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;2800.00
25-01-20 00:00;2800.00
25-01-20 00:00;105.00
25-01-20 00:00;21.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;500.00
25-01-20 00:00;35.00
25-01-20 00:00;50.00
25-01-20 00:00;36.00
25-01-20 00:00;31.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;39.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;26.00
25-01-20 00:00;5.00
25-01-20 00:00;45.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;2800.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;9.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;1.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;35.58
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;6.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;57.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;56.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;144.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;34.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;162.00
25-01-20 00:00;15.00
25-01-20 00:00;26.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;30.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;22.00
25-01-20 00:00;250.00
25-01-20 00:00;25.00
25-01-20 00:00;46.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;19.00
25-01-20 00:00;25.00
25-01-20 00:00;23.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;44.00
25-01-20 00:00;25.00
25-01-20 00:00;36.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;17.00
25-01-20 00:00;6.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;27.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;16.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;250.00
25-01-20 00:00;25.00
25-01-20 00:00;250.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;80.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;18.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;20.20
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;54.00
25-01-20 00:00;27.00
25-01-20 00:00;35.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;23.00
25-01-20 00:00;20.00
25-01-20 00:00;7.50
25-01-20 00:00;8.00
25-01-20 00:00;8.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;28.00
25-01-20 00:00;244.00
25-01-20 00:00;20.00
25-01-20 00:00;40.00
25-01-20 00:00;44.00
25-01-20 00:00;11.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;18.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;8.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;2.00
25-01-20 00:00;24.00
25-01-20 00:00;15.00
25-01-20 00:00;7.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;118.46
25-01-20 00:00;50.00
25-01-20 00:00;130.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;125.00
25-01-20 00:00;2800.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;36.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;22.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;17.00
25-01-20 00:00;5.00
25-01-20 00:00;19.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;17.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;96.00
25-01-20 00:00;200.00
25-01-20 00:00;12.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;41.00
25-01-20 00:00;50.00
25-01-20 00:00;16.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;28.00
25-01-20 00:00;100.00
25-01-20 00:00;500.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;8.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;37.00
25-01-20 00:00;29.00
25-01-20 00:00;5.00
25-01-20 00:00;11.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;5.00
25-01-20 00:00;5.00
25-01-20 00:00;5.00
25-01-20 00:00;9.00
25-01-20 00:00;5.00
25-01-20 00:00;3.00
25-01-20 00:00;25.00
25-01-20 00:00;3.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;5.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;24.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;20.20
25-01-20 00:00;200.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;7.00
25-01-20 00:00;7.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;84.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;166.00
25-01-20 00:00;26.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;47.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;51.00
25-01-20 00:00;33.00
25-01-20 00:00;25.00
25-01-20 00:00;300.00
25-01-20 00:00;26.00
25-01-20 00:00;30.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;5.00
25-01-20 00:00;18.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;8.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;94.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;80.00
25-01-20 00:00;41.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;5.00
25-01-20 00:00;250.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;6.00
25-01-20 00:00;20.00
25-01-20 00:00;30.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;500.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;19.00
25-01-20 00:00;50.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;24.00
25-01-20 00:00;10.00
25-01-20 00:00;3.00
25-01-20 00:00;13.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;2800.00
25-01-20 00:00;50.00
25-01-20 00:00;76.00
25-01-20 00:00;12.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;35.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;150.00
25-01-20 00:00;25.00
25-01-20 00:00;25.00
25-01-20 00:00;12.00
25-01-20 00:00;5.00
25-01-20 00:00;5.00
25-01-20 00:00;3.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;40.00
25-01-20 00:00;5.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;12.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;2.50
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;10.00
25-01-20 00:00;20.00
25-01-20 00:00;21.00
25-01-20 00:00;10.00
25-01-20 00:00;26.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;36.00
25-01-20 00:00;10.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;21.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;38.00
25-01-20 00:00;100.00
25-01-20 00:00;12.00
25-01-20 00:00;8.00
25-01-20 00:00;10.00
25-01-20 00:00;29.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;90.00
25-01-20 00:00;90.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;20.00
25-01-20 00:00;35.00
25-01-20 00:00;5.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;119.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;25.00
25-01-20 00:00;50.00
25-01-20 00:00;19.00
25-01-20 00:00;5.00
25-01-20 00:00;5.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;40.00
25-01-20 00:00;214.00
25-01-20 00:00;20.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;28.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;12.00
25-01-20 00:00;12.00
25-01-20 00:00;12.00
25-01-20 00:00;20.20
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;11.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;14.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;50.00
25-01-20 00:00;50.00
25-01-20 00:00;15.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;100.00
25-01-20 00:00;109.28
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;100.00
25-01-20 00:00;12.50
25-01-20 00:00;15.00
25-01-20 00:00;20.00
25-01-20 00:00;27.00
25-01-20 00:00;25.00
25-01-20 00:00;100.00
25-01-20 00:00;15.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
25-01-20 00:00;20.00
25-01-20 00:00;15.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;10.00
25-01-20 00:00;15.00
25-01-20 00:00;25.00
25-01-20 00:00;15.00
25-01-20 00:00;31.00
25-01-20 00:00;25.00
25-01-20 00:00;20.00
25-01-20 00:00;50.00
25-01-20 00:00;20.00
